시군구	번지	단지명	전월세구분	전용면적(㎡)	계약일	보증금(만원)	월세(만원)	층	건축년도	도로명	계약년도	계약월	거래종류
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.25	21~31	22,773	36	12	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.91	21~31	17,973	68	20	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	118.65	21~31	25,182	39	24	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	118.94	21~31	19,882	74	12	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.83	21~31	22,773	36	21	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.5	11~20	18,000	105	5	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.83	21~31	17,973	68	23	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.83	21~31	17,973	68	13	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.25	21~31	22,773	36	4	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.5	1~10	23,000	50	8	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.5	11~20	25,000	55	2	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.83	21~31	17,973	68	1	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.25	21~31	17,973	68	10	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.91	21~31	22,773	36	10	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.91	21~31	21,973	41	15	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.82	11~20	20,000	60	7	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	118.41	21~31	25,182	39	2	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.5	11~20	20,000	90	2	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	118.65	21~31	19,882	39	8	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.82	1~10	39,000	0	6	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	1~10	34,000	0	10	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.82	21~31	32,000	0	7	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	21~31	28,000	0	15	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	1~10	35,000	0	5	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	36,000	0	3	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	21~31	35,000	0	9	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.61	11~20	35,000	0	3	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	1~10	35,000	0	9	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	1~10	30,000	0	1	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	34,000	0	9	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.82	21~31	32,000	0	3	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	21~31	35,000	0	10	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	37,000	0	8	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	21~31	38,000	0	15	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.61	21~31	35,000	0	8	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.82	1~10	35,000	0	4	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	34,000	0	11	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	35,000	0	6	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	21~31	32,000	0	7	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.82	1~10	35,000	0	4	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.82	1~10	34,000	0	9	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	35,000	0	5	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	35,000	0	3	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	32,000	0	20	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	35,000	0	14	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	21~31	40,000	0	16	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	1~10	38,000	0	7	2009	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.91	1~10	8,000	150	9	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.98	11~20	20,000	90	10	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.98	11~20	20,000	80	13	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.7	11~20	24,000	60	20	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	74.76	1~10	34,000	0	12	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	21~31	32,000	0	6	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	11~20	32,500	0	11	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.98	1~10	40,000	0	6	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	11~20	36,000	0	19	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	1~10	35,000	0	3	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	11~20	36,000	0	21	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	74.92	11~20	33,000	0	12	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	21~31	32,000	0	14	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	74.76	21~31	29,000	0	8	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.98	11~20	34,000	0	15	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.98	11~20	35,000	0	14	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.73	11~20	36,000	0	3	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.98	21~31	31,000	0	7	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.73	1~10	25,000	0	13	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	1~10	33,000	0	4	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	74.76	11~20	15,000	110	15	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	1~10	34,000	0	8	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.69	21~31	37,000	0	6	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.69	11~20	35,000	0	3	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	1~10	35,000	0	5	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	21~31	36,000	0	12	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.69	21~31	35,000	0	11	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.69	21~31	35,000	0	17	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.73	1~10	35,000	0	4	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	11~20	31,000	0	9	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	74.76	11~20	27,000	0	2	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	74.45	1~10	34,000	0	12	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.73	1~10	35,000	0	12	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	21~31	36,000	0	14	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.98	11~20	38,000	0	5	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	21~31	33,000	0	3	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	74.76	11~20	34,000	0	18	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.73	11~20	18,000	75	9	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.73	1~10	14,000	110	4	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.7	21~31	20,000	60	22	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.61	11~20	15,000	90	10	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.7	21~31	35,000	0	18	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.7	1~10	36,000	0	8	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.7	1~10	31,000	0	1	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	21~31	35,300	0	11	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.7	11~20	29,000	0	2	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.7	11~20	33,000	0	9	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	21~31	36,000	0	8	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	11~20	36,000	0	16	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	74.76	21~31	29,000	0	18	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	21~31	32,500	0	1	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.7	1~10	27,000	0	23	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	11~20	37,000	0	4	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	1~10	38,000	0	14	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	74.76	11~20	40,000	0	10	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	21~31	30,000	0	3	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	1~10	38,000	0	6	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.61	11~20	36,000	0	6	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	11~20	33,000	0	14	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	21~31	32,000	0	4	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	74.76	11~20	33,000	0	12	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	21~31	30,000	0	1	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	21~31	36,000	0	4	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	1~10	19,711	74	17	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	1~10	22,619	36	7	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	월세	101.46	1~10	25,000	70	8	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	101.46	11~20	41,000	0	5	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.67	21~31	48,000	0	5	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	101.17	1~10	36,000	0	7	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	101.17	21~31	34,000	0	1	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.67	1~10	50,000	0	7	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	101.46	21~31	42,000	0	9	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	101.46	1~10	37,000	0	2	2009	판교역로	2012년	01월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	105.13	21~31	13,000	200	9	2011	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	139.73	11~20	20,000	250	7	2011	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	117.52	21~31	55,000	0	9	2011	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	139.73	11~20	65,000	0	14	2011	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	139.73	1~10	64,000	0	16	2011	동판교로	2012년	01월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.82	21~29	25,000	70	11	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.91	1~10	22,773	36	6	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.82	11~20	16,000	110	9	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.91	11~20	17,973	68	10	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.25	21~29	17,973	68	2	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	1~10	41,000	0	9	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	101.83	1~10	22,773	0	19	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.82	11~20	40,000	0	3	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	39,000	0	7	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	1~10	35,000	0	2	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	101.91	1~10	22,773	0	20	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.67	11~20	35,000	0	9	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	1~10	37,000	0	3	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	37,000	0	4	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	21~29	35,000	0	6	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	21~29	38,000	0	12	2009	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.73	11~20	21,000	70	11	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	21~29	37,000	0	11	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.98	1~10	35,000	0	9	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.61	1~10	34,000	0	4	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.73	1~10	40,000	0	13	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.91	1~10	31,000	0	9	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.73	1~10	37,000	0	5	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.61	11~20	31,000	0	2	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	11~20	34,000	0	3	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.73	1~10	37,500	0	7	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.91	21~29	32,000	0	1	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	11~20	37,000	0	11	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	74.76	11~20	5,000	150	12	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	84.7	1~10	25,000	55	15	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.98	1~10	29,000	0	2	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	21~29	34,500	0	8	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	1~10	38,000	0	21	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.73	11~20	20,000	75	8	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	1~10	36,000	0	17	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	1~10	33,000	0	6	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	1~10	35,000	0	7	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	74.76	1~10	27,500	0	20	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.7	1~10	33,000	0	2	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	1~10	35,000	0	15	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	11~20	37,000	0	3	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.7	1~10	35,000	0	10	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	11~20	29,000	0	9	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.8	21~29	44,000	0	8	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.06	11~20	39,500	0	5	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	101.17	11~20	38,000	0	5	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.8	11~20	43,000	0	2	2009	판교역로	2012년	02월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	117.52	1~10	15,000	210	10	2011	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	117.52	11~20	55,000	0	24	2011	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	105.13	11~20	50,000	0	13	2011	동판교로	2012년	02월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.82	11~20	35,000	0	8	2009	동판교로	2012년	03월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.82	21~31	37,000	0	6	2009	동판교로	2012년	03월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.82	1~10	32,000	0	3	2009	동판교로	2012년	03월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	42,000	0	14	2009	동판교로	2012년	03월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.98	21~31	32,000	45	17	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.98	1~10	40,000	0	16	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.89	21~31	36,000	0	6	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.61	1~10	40,000	0	5	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.89	1~10	38,000	0	16	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.98	11~20	40,000	0	17	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	84.73	1~10	21,000	70	10	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	74.45	1~10	28,000	0	17	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	74.76	1~10	36,000	0	19	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.69	11~20	38,000	0	10	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.7	11~20	4,000	190	19	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.61	11~20	20,000	100	16	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	74.76	21~31	34,000	0	7	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.61	21~31	36,000	0	13	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.61	1~10	40,000	0	3	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	74.76	1~10	34,000	0	4	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	74.76	1~10	31,000	0	5	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.7	1~10	40,000	0	13	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	101.17	11~20	43,000	0	10	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.8	11~20	43,500	0	1	2009	판교역로	2012년	03월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.06	1~10	44,000	0	3	2009	판교역로	2012년	03월	전월세
