시군구	번지	단지명	전용면적(㎡)	계약일	거래금액(만원)	층	건축년도	도로명	계약년도	계약월	거래종류
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	101.17	21~31	92000	9	2009	판교역로	2010년	01월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	117.67	21~31	105000	8	2009	판교역로	2010년	12월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	117.06	1~10	120000	7	2009	판교역로	2011년	02월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	117.67	11~20	124700	10	2009	판교역로	2011년	02월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	1~10	70000	16	2009	판교역로	2011년	05월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	1~10	75300	2	2009	판교역로	2011년	09월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	84500	12	2009	동판교로	2011년	10월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.61	11~20	77000	10	2009	판교역로	2011년	10월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	117.06	1~10	80000	3	2009	판교역로	2011년	11월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	139.73	11~20	89885	3	2011	동판교로	2011년	11월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	98.99	1~10	80000	12	2011	동판교로	2011년	12월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	98.99	21~31	96500	14	2011	동판교로	2011년	12월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	101.46	21~31	85000	9	2009	판교역로	2012년	01월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.82	1~10	70000	9	2009	동판교로	2012년	04월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	75000	11	2009	동판교로	2012년	05월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.61	1~10	62000	14	2009	판교역로	2012년	05월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	117.8	1~10	108000	4	2009	판교역로	2012년	05월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	21~31	110000	5	2011	동판교로	2012년	05월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.92	21~30	62000	11	2009	판교역로	2012년	06월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.98	21~30	79900	14	2009	판교역로	2012년	06월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~30	64500	3	2009	판교역로	2012년	06월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	101.46	1~10	92500	10	2009	판교역로	2012년	06월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	98.99	1~10	102000	17	2011	동판교로	2012년	06월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	1~10	65000	15	2009	판교역로	2012년	07월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	11~20	62000	4	2009	판교역로	2012년	07월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	11~20	60500	3	2009	판교역로	2012년	07월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	11~20	75000	13	2009	판교역로	2012년	07월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~31	66000	7	2009	판교역로	2012년	07월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.61	21~31	68000	9	2009	판교역로	2012년	08월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	72700	5	2009	동판교로	2012년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	11~20	50000	4	2009	판교역로	2012년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	11~20	60500	7	2009	판교역로	2012년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	11~20	62000	7	2009	판교역로	2012년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.73	1~10	67900	6	2009	판교역로	2012년	09월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.73	11~20	72000	11	2009	판교역로	2012년	09월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.61	1~10	80000	15	2009	판교역로	2012년	09월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.7	11~20	59900	18	2009	판교역로	2012년	09월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.7	21~30	60500	6	2009	판교역로	2012년	09월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.7	21~30	63600	7	2009	판교역로	2012년	09월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	139.73	21~30	122000	9	2011	동판교로	2012년	09월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	75800	12	2009	동판교로	2012년	10월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	55000	1	2009	동판교로	2012년	10월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	70000	15	2009	동판교로	2012년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.92	21~31	60000	3	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.61	21~31	62500	8	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	21~31	72000	15	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.91	21~31	68500	6	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.98	11~20	72700	6	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.98	11~20	72000	8	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.7	11~20	61500	9	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.73	21~31	68000	6	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.73	21~31	73500	15	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	1~10	70000	11	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~31	77700	18	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~31	68500	10	2009	판교역로	2012년	10월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	73000	12	2009	동판교로	2012년	11월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~30	70000	15	2009	동판교로	2012년	11월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	1~10	62500	18	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.89	21~30	65000	7	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.98	21~30	73000	15	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	1~10	61950	6	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.73	21~30	74000	9	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.98	11~20	67000	10	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	74.76	11~20	60200	5	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.61	1~10	77800	9	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.7	1~10	64000	17	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.7	11~20	66000	21	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.7	21~30	76000	23	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	1~10	69500	7	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	11~20	64000	18	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~30	73000	12	2009	판교역로	2012년	11월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	11~20	116000	5	2011	동판교로	2012년	11월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	21~30	107000	7	2011	동판교로	2012년	11월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	74000	1	2009	동판교로	2012년	12월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	72300	8	2009	동판교로	2012년	12월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~31	72000	12	2009	동판교로	2012년	12월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.82	1~10	70000	6	2009	동판교로	2012년	12월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	11~20	56000	3	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.92	11~20	61500	6	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	11~20	69000	15	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	21~31	63700	14	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.73	1~10	68000	10	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.73	21~31	62300	3	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.91	21~31	65000	16	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.98	21~31	67000	3	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	11~20	60000	3	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.69	1~10	64000	12	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.73	21~31	72500	14	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	74.76	11~20	61000	8	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	74.76	11~20	67000	9	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.7	1~10	64500	20	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.7	11~20	70000	23	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	11~20	67500	17	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	11~20	69500	16	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~31	70000	2	2009	판교역로	2012년	12월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	11~20	60250	17	2009	판교역로	2013년	01월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.92	11~20	59800	3	2009	판교역로	2013년	01월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.91	21~31	68000	10	2009	판교역로	2013년	01월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~31	69900	10	2009	판교역로	2013년	01월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	72000	9	2009	동판교로	2013년	02월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	73500	10	2009	동판교로	2013년	02월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~28	61000	2	2009	동판교로	2013년	02월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	11~20	63000	19	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	11~20	60700	17	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.92	1~10	63000	7	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	21~28	61000	11	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	21~28	61000	5	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.7	1~10	63000	20	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.73	1~10	69500	11	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.73	21~28	67000	3	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.98	11~20	59000	1	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.7	11~20	64500	22	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~28	67900	11	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~28	60000	1	2009	판교역로	2013년	02월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	11~20	107000	2	2011	동판교로	2013년	02월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	60000	1	2009	동판교로	2013년	03월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~31	60000	4	2009	동판교로	2013년	03월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~31	74500	5	2009	동판교로	2013년	03월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	1~10	60500	5	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	11~20	62100	12	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	21~31	63500	15	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	21~31	55000	1	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.92	11~20	62000	6	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.61	1~10	63000	2	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	1~10	55500	1	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	11~20	65000	13	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.98	1~10	73000	5	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.45	21~31	63500	8	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.73	1~10	63000	1	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	74.76	11~20	63000	6	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.7	11~20	66500	21	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.7	21~31	67750	18	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	1~10	66000	4	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	1~10	67500	15	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	1~10	67500	6	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	11~20	70000	6	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	11~20	69900	17	2009	판교역로	2013년	03월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	21~31	91500	8	2011	동판교로	2013년	03월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	21~31	105000	7	2011	동판교로	2013년	03월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	21~31	98500	7	2011	동판교로	2013년	03월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	11~20	107500	16	2011	동판교로	2013년	03월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	139.73	11~20	119000	14	2011	동판교로	2013년	03월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	80000	16	2009	동판교로	2013년	04월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	70000	5	2009	동판교로	2013년	04월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~30	71600	13	2009	동판교로	2013년	04월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~30	68000	2	2009	동판교로	2013년	04월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~30	75000	12	2009	동판교로	2013년	04월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~30	71000	7	2009	동판교로	2013년	04월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.61	21~30	64800	7	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	11~20	65000	10	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	21~30	66850	17	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.98	21~30	74000	12	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.45	11~20	64000	13	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.45	21~30	65000	12	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.45	21~30	62500	6	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	74.76	21~30	61000	3	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.61	11~20	61000	1	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	1~10	69700	11	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	1~10	70000	9	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	101.17	11~20	85500	5	2009	판교역로	2013년	04월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	11~20	115000	22	2011	동판교로	2013년	04월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	70000	14	2009	동판교로	2013년	05월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	21~31	65000	10	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	21~31	65000	15	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.92	1~10	62500	9	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.92	21~31	63500	12	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	1~10	64900	9	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	1~10	60200	2	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	11~20	59500	1	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	21~31	63500	5	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	21~31	63800	19	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	21~31	65000	20	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	21~31	66500	11	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.61	1~10	70000	2	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.69	1~10	68300	6	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.69	21~31	65500	12	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.73	21~31	64000	5	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.98	11~20	65000	16	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.98	21~31	61000	11	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	21~31	67000	13	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	101.46	21~31	75000	3	2009	판교역로	2013년	05월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	21~31	102000	8	2011	동판교로	2013년	05월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	70000	7	2009	동판교로	2013년	06월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	69500	6	2009	동판교로	2013년	06월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~30	71300	7	2009	동판교로	2013년	06월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~30	75000	8	2009	동판교로	2013년	06월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	21~30	63000	17	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.7	21~30	69000	21	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.73	21~30	56500	4	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.91	11~20	73000	15	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	74.76	11~20	59500	2	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.69	21~30	66000	5	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.73	21~30	73000	8	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.98	1~10	72000	13	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.98	1~10	71000	15	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.98	11~20	55000	8	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	11~20	70500	10	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	11~20	60000	1	2009	판교역로	2013년	06월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	97.71	21~30	91500	14	2011	동판교로	2013년	06월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	1~10	102000	11	2011	동판교로	2013년	06월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	21~30	109000	12	2011	동판교로	2013년	06월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	105.13	11~20	88800	6	2011	동판교로	2013년	06월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	21~30	117800	8	2011	동판교로	2013년	06월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	21~30	116000	6	2011	동판교로	2013년	06월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	139.73	1~10	118000	18	2011	동판교로	2013년	06월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.82	21~31	64500	2	2009	동판교로	2013년	07월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	84.73	1~10	74500	13	2009	판교역로	2013년	07월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.61	1~10	70000	15	2009	판교역로	2013년	07월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	103.96	11~20	97000	20	2011	동판교로	2013년	07월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	21~31	107500	7	2011	동판교로	2013년	07월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	139.73	21~31	124000	16	2011	동판교로	2013년	07월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	1~10	74000	6	2009	동판교로	2013년	08월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	67500	5	2009	동판교로	2013년	08월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	21~31	64500	1	2009	동판교로	2013년	08월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.82	11~20	64000	3	2009	동판교로	2013년	08월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.76	21~31	63400	7	2009	판교역로	2013년	08월	매매
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	74.92	11~20	59300	2	2009	판교역로	2013년	08월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.69	11~20	66000	13	2009	판교역로	2013년	08월	매매
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	84.98	11~20	67500	3	2009	판교역로	2013년	08월	매매
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	84.73	11~20	70000	9	2009	판교역로	2013년	08월	매매
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	117.06	21~31	93300	8	2009	판교역로	2013년	08월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	1~10	115000	15	2011	동판교로	2013년	08월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	117.52	21~31	118000	22	2011	동판교로	2013년	08월	매매
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	139.73	1~10	126500	8	2011	동판교로	2013년	08월	매매
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	84.5	11~20	75000	11	2009	동판교로	2013년	09월	매매
