시군구	번지	단지명	전용면적(㎡)	계약일	거래금액(만원)	층	건축년도	도로명	계약년도	계약월	거래종류
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	1~10	68200	2	2009	판교원로	2015년	07월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	1~10	72000	3	2009	판교원로	2015년	07월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	11~20	72000	8	2009	판교원로	2015년	07월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	21~31	73000	27	2009	판교원로	2015년	07월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	21~31	74000	31	2009	판교원로	2015년	07월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.71	11~20	73000	8	2009	판교원로	2015년	07월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	116.04	1~10	90000	30	2009	판교원로	2015년	07월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	116.04	21~31	93000	31	2009	판교원로	2015년	07월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	11~20	65900	9	2009	서판교로	2015년	07월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.95	1~10	71500	6	2009	서판교로	2015년	07월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.96	1~10	72000	17	2009	서판교로	2015년	07월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.96	1~10	71900	14	2009	서판교로	2015년	07월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.99	11~20	74900	8	2009	서판교로	2015년	07월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.99	21~31	70200	3	2009	서판교로	2015년	07월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	11~20	55000	13	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	21~31	53000	6	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	21~31	52500	12	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	21~31	55000	10	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	118.6	21~31	94700	13	2009	서판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	118.64	1~10	82000	3	2009	판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	118.64	21~31	104500	11	2009	판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	623	판교원마을2단지(푸르지오)	115.09	1~10	98000	8	2009	판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	623	판교원마을2단지(푸르지오)	115.2	21~31	82700	1	2009	판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.56	11~20	69000	3	2009	판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.56	21~31	74000	17	2009	판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.71	1~10	73500	6	2009	판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.71	21~31	73400	23	2009	판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	21~31	76800	30	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	21~31	75500	25	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.71	21~31	73000	8	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	101.06	11~20	84500	14	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	101.09	1~10	87000	14	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	116.04	21~31	92500	7	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	116.04	21~31	93000	4	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	116.04	21~31	90000	9	2009	판교원로	2015년	08월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	11~20	60000	12	2009	서판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	1~10	66000	3	2009	서판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	11~20	71800	3	2009	서판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	21~31	71700	13	2009	서판교로	2015년	08월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	1~10	52900	5	2009	판교원로	2015년	09월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	11~20	54000	6	2009	판교원로	2015년	09월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	11~20	53500	4	2009	판교원로	2015년	09월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	11~20	52500	2	2009	판교원로	2015년	09월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	11~20	55000	15	2009	판교원로	2015년	09월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	21~30	54800	14	2009	판교원로	2015년	09월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	21~30	53900	6	2009	판교원로	2015년	09월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	81.41	11~20	67500	4	2009	판교원로	2015년	09월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.38	11~20	81200	7	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.74	11~20	88800	5	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.76	11~20	77000	1	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	115.33	1~10	90000	11	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	115.33	21~30	90000	10	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	118.6	11~20	93700	8	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	101.2	1~10	86000	10	2009	판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	118.91	21~30	86500	11	2009	판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	623	판교원마을2단지(푸르지오)	115.2	11~20	89300	5	2009	판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	101.27	21~30	82000	26	2009	판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	101.27	21~30	84500	28	2009	판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	116.58	1~10	89500	11	2009	판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	11~20	74800	12	2009	판교원로	2015년	09월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	101.06	1~10	81500	3	2009	판교원로	2015년	09월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	101.09	11~20	85500	4	2009	판교원로	2015년	09월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	1~10	67000	10	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	21~30	60000	2	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.95	1~10	67000	1	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.95	11~20	71300	15	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.99	1~10	72000	4	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	11~20	68400	6	2009	서판교로	2015년	09월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	1~10	56700	19	2009	판교원로	2015년	10월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.38	21~31	87200	4	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.74	11~20	82800	9	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.76	1~10	86000	13	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	115.33	1~10	98000	10	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	115.87	11~20	104000	8	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	101.06	11~20	76750	2	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	101.12	11~20	80700	9	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	101.12	21~31	77300	12	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	118.64	21~31	84500	4	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	623	판교원마을2단지(푸르지오)	101.09	11~20	86800	10	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	623	판교원마을2단지(푸르지오)	101.09	11~20	86000	5	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	623	판교원마을2단지(푸르지오)	115.09	1~10	86000	3	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.51	1~10	74500	28	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.51	11~20	74500	23	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.51	21~31	71000	11	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.51	21~31	70500	2	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.71	1~10	73400	23	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	101.27	11~20	84000	21	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	101.27	21~31	82000	12	2009	판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	1~10	76000	11	2009	판교원로	2015년	10월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	11~20	75500	21	2009	판교원로	2015년	10월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	21~31	75000	30	2009	판교원로	2015년	10월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.56	1~10	74000	13	2009	판교원로	2015년	10월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.71	11~20	76000	17	2009	판교원로	2015년	10월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	101.06	1~10	84700	13	2009	판교원로	2015년	10월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	116.04	1~10	93000	12	2009	판교원로	2015년	10월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	116.04	1~10	93000	24	2009	판교원로	2015년	10월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	116.04	11~20	94500	12	2009	판교원로	2015년	10월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	116.04	11~20	93000	25	2009	판교원로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	1~10	62800	7	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	1~10	62700	2	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	1~10	65800	3	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	1~10	64500	4	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	21~31	66000	3	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	21~31	64750	6	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	21~31	64700	3	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.95	11~20	71400	4	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.96	1~10	71000	5	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.96	1~10	74600	15	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.99	1~10	72500	7	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	1~10	72000	14	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	1~10	70000	4	2009	서판교로	2015년	10월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	1~10	53000	4	2009	판교원로	2015년	11월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	21~30	57500	9	2009	판교원로	2015년	11월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	80.21	1~10	69400	15	2009	판교원로	2015년	11월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	80.21	11~20	71000	13	2009	판교원로	2015년	11월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.76	11~20	84300	5	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.98	11~20	79000	3	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	118.6	21~30	92500	6	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	101.06	11~20	86000	7	2009	판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	101.12	1~10	80000	5	2009	판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	101.2	1~10	82000	5	2009	판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	623	판교원마을2단지(푸르지오)	115.2	11~20	89500	7	2009	판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.51	11~20	74000	10	2009	판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.56	11~20	67200	4	2009	판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.71	21~30	73400	8	2009	판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	11~20	77000	28	2009	판교원로	2015년	11월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	11~20	76700	20	2009	판교원로	2015년	11월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	101.09	1~10	86500	3	2009	판교원로	2015년	11월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	116.04	21~30	93500	17	2009	판교원로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	1~10	67000	8	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	1~10	64500	9	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	11~20	66000	4	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	11~20	65900	7	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	21~30	68000	7	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.96	11~20	73000	3	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.96	21~30	73000	15	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.99	21~30	74000	18	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.99	21~30	74500	12	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	1~10	70000	6	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	1~10	70600	9	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	1~10	70500	3	2009	서판교로	2015년	11월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	1~10	53000	11	2009	판교원로	2015년	12월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.76	1~10	87000	9	2009	서판교로	2015년	12월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	118.6	1~10	115000	11	2009	서판교로	2015년	12월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	101.06	21~31	83250	12	2009	판교로	2015년	12월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.56	21~31	71800	10	2009	판교로	2015년	12월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	116.04	1~10	91500	9	2009	판교원로	2015년	12월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.96	11~20	71000	6	2009	서판교로	2015년	12월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.99	11~20	73200	5	2009	서판교로	2015년	12월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	56.56	11~20	53000	13	2009	판교원로	2016년	01월	매매
경기도 성남시 분당구 판교동	637	판교원마을(모아미래도)임대	81.41	11~20	70800	13	2009	판교원로	2016년	01월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.74	11~20	90000	8	2009	서판교로	2016년	01월	매매
경기도 성남시 분당구 판교동	622	판교원마을1단지(주공휴먼시아)	118.91	11~20	84200	3	2009	판교로	2016년	01월	매매
경기도 성남시 분당구 판교동	623	판교원마을2단지(푸르지오)	101.09	21~31	85500	4	2009	판교로	2016년	01월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	84.56	21~31	75000	22	2009	판교로	2016년	01월	매매
경기도 성남시 분당구 판교동	629	판교원마을3단지(푸르지오)	101.27	21~31	82500	27	2009	판교로	2016년	01월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.95	11~20	71000	9	2009	서판교로	2016년	01월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	11~20	70000	14	2009	서판교로	2016년	01월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	21~31	69000	1	2009	서판교로	2016년	01월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	21~31	71000	12	2009	서판교로	2016년	01월	매매
경기도 성남시 분당구 판교동	623	판교원마을2단지(푸르지오)	115.09	21~29	88000	5	2009	판교로	2016년	02월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	101.06	11~20	82000	19	2009	판교원로	2016년	02월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	21~29	63000	4	2009	서판교로	2016년	02월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	21~29	63000	6	2009	서판교로	2016년	02월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	71.84	21~29	66900	11	2009	서판교로	2016년	02월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.96	1~10	71000	10	2009	서판교로	2016년	02월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.46	1~10	78000	5	2009	서판교로	2016년	03월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	101.76	11~20	86000	8	2009	서판교로	2016년	03월	매매
경기도 성남시 분당구 판교동	513	판교원마을11단지(현대)	118.6	21~31	90000	4	2009	서판교로	2016년	03월	매매
경기도 성남시 분당구 판교동	634	판교원마을5단지(푸르지오)	84.51	11~20	71000	5	2009	판교원로	2016년	03월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.99	1~10	75800	13	2009	서판교로	2016년	03월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.99	1~10	74700	15	2009	서판교로	2016년	03월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	84.99	1~10	69700	3	2009	서판교로	2016년	03월	매매
경기도 성남시 분당구 판교동	585	판교원마을9단지(한림풀에버)	85	11~20	72500	8	2009	서판교로	2016년	03월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	57500	2	2009	판교로	2009년	06월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.09	11~20	80000	16	2009	동판교로	2009년	10월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.07	11~20	117000	7	2009	동판교로	2009년	11월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.09	21~31	95000	12	2009	동판교로	2009년	12월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.01	1~10	116000	7	2009	동판교로	2009년	12월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.01	11~20	102000	2	2009	동판교로	2009년	12월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.07	21~31	97000	8	2009	동판교로	2009년	12월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.09	1~10	121000	17	2009	동판교로	2010년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	1~10	69500	10	2009	동판교로	2010년	11월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	11~20	70000	12	2009	동판교로	2010년	12월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	84.69	21~31	75000	13	2009	동판교로	2011년	03월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~30	67500	5	2009	판교로	2011년	04월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	21~31	72000	8	2009	동판교로	2011년	05월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	68000	3	2009	판교로	2011년	05월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.01	1~10	120000	12	2009	동판교로	2011년	05월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.03	11~20	125000	15	2009	동판교로	2011년	06월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	73000	11	2009	동판교로	2011년	08월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	64000	1	2009	동판교로	2011년	10월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	84.5	1~10	70000	1	2009	동판교로	2011년	10월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	69000	12	2009	판교로	2011년	11월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	74.45	1~10	65000	4	2009	동판교로	2011년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	84.5	1~10	80000	8	2009	동판교로	2011년	11월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	83.39	21~31	68000	10	2009	판교로	2011년	12월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.03	11~20	99000	5	2009	동판교로	2011년	12월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	11~20	68000	14	2009	동판교로	2012년	01월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	83.39	1~10	68000	10	2009	판교로	2012년	01월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.82	11~20	101500	19	2009	동판교로	2012년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	65500	12	2009	동판교로	2012년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	64500	9	2009	동판교로	2012년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	63500	7	2009	동판교로	2012년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	21~29	64500	5	2009	동판교로	2012년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	70000	10	2009	동판교로	2012년	03월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	21~31	66000	7	2009	동판교로	2012년	03월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	11~20	61000	3	2009	동판교로	2012년	03월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	11~20	69500	12	2009	동판교로	2012년	03월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.46	1~10	66500	13	2009	동판교로	2012년	03월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.46	1~10	63000	4	2009	동판교로	2012년	03월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.46	11~20	62400	9	2009	동판교로	2012년	03월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.46	11~20	66000	3	2009	동판교로	2012년	03월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	1~10	62300	13	2009	동판교로	2012년	03월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	71000	10	2009	판교로	2012년	03월	매매
